tag,replica,regimen,loc,fracTrolls,lambda,rango_final,std_final,median_final,mean_final,prop_neg,median_norm,resid,t_conv,rho_lambdaW,nSCC
n300_trolls0_desconectada_bajo_pr_lam0.10,11,desconectada,bajo_pr,0,0.1,0.921320970981016,0.24544183297983,0.566035819154258,0.548452103031617,0,0.566035819154258,1.90887333606504e-07,5,0.1,22
n300_trolls0_desconectada_bajo_pr_lam0.10,12,desconectada,bajo_pr,0,0.1,0.909274026435056,0.24653573712214,0.562805580953425,0.546805873748401,0,0.562805580953425,2.06347939568641e-07,5,0.100000000000001,19
n300_trolls0_desconectada_bajo_pr_lam0.10,13,desconectada,bajo_pr,0,0.1,0.921307311533817,0.243382348511568,0.57273646226828,0.550375920751133,0,0.57273646226828,1.82780355628687e-07,5,0.1,13
n300_trolls0_desconectada_bajo_pr_lam0.10,14,desconectada,bajo_pr,0,0.1,0.943360338253316,0.243466785797297,0.56321632917623,0.548148875633625,0,0.56321632917623,2.96085969853088e-07,5,0.1,8
n300_trolls0_desconectada_bajo_pr_lam0.10,15,desconectada,bajo_pr,0,0.1,0.925854655576766,0.244259197974321,0.564213042438836,0.548759223652502,0,0.564213042438836,1.39227254614127e-07,5,0.100000000000001,21
n300_trolls0_desconectada_bajo_pr_lam0.10,16,desconectada,bajo_pr,0,0.1,0.939349167741349,0.243893996549843,0.563938831038758,0.548397689843005,0,0.563938831038758,2.47528107011341e-07,5,0.1,22
n300_trolls0_desconectada_bajo_pr_lam0.10,17,desconectada,bajo_pr,0,0.1,0.920297451326517,0.246617356411008,0.563876548066022,0.547307104323311,0,0.563876548066022,4.92207860997018e-07,5,0.1,20
n300_trolls0_desconectada_bajo_pr_lam0.10,18,desconectada,bajo_pr,0,0.1,0.891505812170994,0.24388328095907,0.550632890868072,0.547254476627291,0,0.550632890868072,1.93079436661137e-07,5,0.100000000000001,18
n300_trolls0_desconectada_bajo_pr_lam0.10,19,desconectada,bajo_pr,0,0.1,0.894431468295353,0.243661366683656,0.564625675164517,0.548222009620241,0,0.564625675164517,1.8732614237571e-07,5,0.1,22
n300_trolls0_desconectada_bajo_pr_lam0.10,20,desconectada,bajo_pr,0,0.1,0.941205227577135,0.245114047842733,0.559282681790153,0.548308116612484,0,0.559282681790153,1.73662173641453e-07,5,0.100000000000001,27
n300_trolls0_desconectada_bajo_pr_lam0.10,21,desconectada,bajo_pr,0,0.1,0.939034078655416,0.245392747144837,0.565171120449511,0.549180198217943,0,0.565171120449511,1.93994627140093e-07,5,0.100000000000001,22
n300_trolls0_desconectada_bajo_pr_lam0.10,22,desconectada,bajo_pr,0,0.1,0.927107024416614,0.245846105642906,0.560353571021281,0.548472688705684,0,0.560353571021281,3.70643693070605e-07,5,0.1,21
n300_trolls0_desconectada_bajo_pr_lam0.10,23,desconectada,bajo_pr,0,0.1,0.904419061300145,0.244806291964916,0.573289110501399,0.547041277046102,0,0.573289110501399,2.64393300780652e-07,5,0.1,18
n300_trolls0_desconectada_bajo_pr_lam0.10,24,desconectada,bajo_pr,0,0.1,0.908707246553628,0.244043825705549,0.562143158348646,0.548643390649387,0,0.562143158348646,2.03240277024674e-07,5,0.100000000000001,23
